age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
YoungAdult,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,Canada,High
YoungAdult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Lazy,United-States,High
YoungAdult,Private,Bachelors,Never-married,Sales,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,None,None,HardWorking,United-States,Low
YoungAdult,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,None,None,Motivated,Greece,Low
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,Low
Senior,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,None,None,Working,United-States,Low
Adult,Federal-gov,Masters,Divorced,Protective-serv,Not-in-family,White,Male,None,None,Motivated,United-States,High
Senior,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,None,High,Working,United-States,Low
Adult,Private,Assoc-acdm,Widowed,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,None,None,Motivated,United-States,Low
YoungAdult,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Motivated,Germany,Low
Adult,Self-emp-inc,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Senior,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,None,None,Working,Cuba,Low
Adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,High,None,Motivated,United-States,Low
Senior,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,None,None,Working,United-States,Low
Adult,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,Motivated,United-States,High
YoungAdult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,11th,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
Child,Private,11th,Never-married,Other-service,Own-child,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Masters,Never-married,Prof-specialty,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Working,United-States,Low
Child,Private,10th,Never-married,Sales,Own-child,White,Male,None,None,Lazy,United-States,Low
Adult,State-gov,Masters,Separated,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Widowed,Other-service,Unmarried,Black,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Widowed,Other-service,Unmarried,Black,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,High,None,Lazy,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,None,High,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Sales,Own-child,White,Male,None,None,Working,United-States,Low
Adult,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,Mexico,Low
YoungAdult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,Mexico,High
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,10th,Divorced,Craft-repair,Own-child,White,Male,None,None,Working,United-States,Low
Child,Local-gov,12th,Never-married,Prof-specialty,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,Motivated,United-States,Low
YoungAdult,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
Senior,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,Motivated,United-States,High
YoungAdult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,None,None,Working,Japan,Low
Child,Private,11th,Never-married,Sales,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Working,United-States,Low
Senior,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,10th,Divorced,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,High,None,Working,United-States,High
Adult,Local-gov,Prof-school,Divorced,Prof-specialty,Unmarried,Black,Female,None,High,Working,United-States,Low
YoungAdult,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Black,Male,None,None,Working,United-States,Low
Adult,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,None,High,Working,United-States,High
YoungAdult,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,High,None,Motivated,United-States,High
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,None,None,Lazy,United-States,Low
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Separated,Sales,Other-relative,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Never-married,Other-service,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,None,High,Motivated,United-States,High
Adult,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,1st-4th,Never-married,Machine-op-inspct,Not-in-family,White,Female,None,None,Working,El-Salvador,Low
YoungAdult,Private,12th,Never-married,Handlers-cleaners,Unmarried,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,7th-8th,Divorced,Other-service,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Adult,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Adult,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,High,None,Working,United-States,High
YoungAdult,Private,HS-grad,Never-married,Protective-serv,Other-relative,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,5th-6th,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Working,Mexico,Low
Adult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,11th,Never-married,Other-service,Other-relative,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,None,None,Working,United-States,Low
Adult,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Motivated,United-States,High
Senior,Private,Preschool,Widowed,Craft-repair,Unmarried,Black,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Motivated,United-States,High
YoungAdult,Federal-gov,HS-grad,Married-AF-spouse,Sales,Wife,White,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Married-spouse-absent,Other-service,Own-child,White,Female,None,None,Working,United-States,Low
Senior,Private,Some-college,Separated,Adm-clerical,Own-child,White,Female,None,None,Working,Puerto-Rico,Low
Adult,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,High
Senior,Private,10th,Separated,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,Masters,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,None,None,Working,Taiwan,Low
YoungAdult,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,None,None,Working,Germany,Low
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,Italy,High
Senior,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,HardWorking,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,None,High,Motivated,United-States,Low
Adult,Private,11th,Divorced,Other-service,Unmarried,White,Female,None,None,Working,United-States,Low
Senior,Private,9th,Widowed,Priv-house-serv,Not-in-family,Black,Female,High,None,Lazy,United-States,Low
YoungAdult,Local-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,None,High,Working,United-States,Low
Child,Private,12th,Never-married,Other-service,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Sales,Own-child,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,None,None,Motivated,United-States,Low
